Country,Status,Note,iso_code,date
Guyana,Partially open,,GUY,11/18/2020
Honduras,Partially open,,HND,11/18/2020
Croatia,Fully open,,HRV,11/18/2020
Haiti,Fully open,,HTI,11/18/2020
Hungary,Partially open,,HUN,11/18/2020
Indonesia,Partially open,,IDN,11/18/2020
India,Partially open,,IND,11/18/2020
Ireland,Fully open,,IRL,11/18/2020
Iran (Islamic Republic of),Partially open,,IRN,11/18/2020
Iraq,Closed due to COVID-19,,IRQ,11/18/2020
Iceland,Fully open,,ISL,11/18/2020
Israel,Partially open,,ISR,11/18/2020
Italy,Partially open,,ITA,11/18/2020
Jamaica,Partially open,,JAM,11/18/2020
Jordan,Closed due to COVID-19,,JOR,11/18/2020
Japan,Fully open,,JPN,11/18/2020
Kazakhstan,Partially open,,KAZ,11/18/2020
Kenya,Partially open,,KEN,11/18/2020
Kyrgyzstan ,Partially open,,KGZ,11/18/2020
Cambodia,Partially open,,KHM,11/18/2020
Kiribati,Fully open,,KIR,11/18/2020
Saint Kitts and Nevis,Fully open,,KNA,11/18/2020
Republic of Korea,Partially open,,KOR,11/18/2020
Kuwait,Closed due to COVID-19,Online learning until end of semester,KWT,11/18/2020
Lao PDR,Fully open,,LAO,11/18/2020
Lebanon,Closed due to COVID-19,,LBN,11/18/2020
Liberia,Partially open,,LBR,11/18/2020
Libya,Partially open,,LBY,11/18/2020
Saint Lucia,Closed due to COVID-19,,LCA,11/18/2020
Liechtenstein,Fully open,,LIE,11/18/2020
Sri Lanka,Closed due to COVID-19,,LKA,11/18/2020
Lesotho,Fully open,,LSO,11/18/2020
Lithuania,Partially open,,LTU,11/18/2020
Luxembourg,Fully open,,LUX,11/18/2020
Latvia,Partially open,,LVA,11/18/2020
Morocco,Fully open,,MAR,11/18/2020
Monaco,Fully open,,MCO,11/18/2020
Republic of Moldova,Fully open,,MDA,11/18/2020
Madagascar,Fully open,,MDG,11/18/2020
Maldives,Fully open,,MDV,11/18/2020
Mexico,Closed due to COVID-19,,MEX,11/18/2020
Marshall Islands,Fully open,,MHL,11/18/2020
North Macedonia,Partially open,,MKD,11/18/2020
Mali,Fully open,,MLI,11/18/2020
Malta,Fully open,,MLT,11/18/2020
Myanmar,Closed due to COVID-19,,MMR,11/18/2020
Montenegro ,Fully open,,MNE,11/18/2020
Mongolia,Partially open,,MNG,11/18/2020
Mozambique,Partially open,,MOZ,11/18/2020
Mauritania,Fully open,,MRT,11/18/2020
Montserrat,Fully open,,MSR,11/18/2020
Mauritius,Fully open,,MUS,11/18/2020
Malawi ,Fully open,,MWI,11/18/2020
Malaysia,Closed due to COVID-19,,MYS,11/18/2020
Namibia  ,Fully open,though learning from home remains in place,NAM,11/18/2020
Niger,Fully open,,NER,11/18/2020
Nigeria,Fully open,,NGA,11/18/2020
Nicaragua,Fully open,,NIC,11/18/2020
Niue,Fully open,,NIU,11/18/2020
Netherlands,Fully open,,NLD,11/18/2020
Norway,Fully open,,NOR,11/18/2020
Nepal,Partially open,,NPL,11/18/2020
Nauru,Fully open,,NRU,11/18/2020
New Zealand,Fully open,,NZL,11/18/2020
Oman,Partially open,,OMN,11/18/2020
Pakistan,Fully open,,PAK,11/18/2020
Panama,Closed due to COVID-19,,PAN,11/18/2020
Peru,Partially open,,PER,11/18/2020
Philippines,Closed due to COVID-19,,PHL,11/18/2020
Palau,Fully open,,PLW,11/18/2020
Papua New Guinea,Fully open,,PNG,11/18/2020
Poland,Closed due to COVID-19,Online learning for all,POL,11/18/2020
Democratic People's Republic of Korea,Fully open,,PRK,11/18/2020
Portugal,Fully open,,PRT,11/18/2020
Paraguay ,Partially open,,PRY,11/18/2020
Palestine,Partially open,,PSE,11/18/2020
Qatar,Partially open,,QAT,11/18/2020
Romania,Closed due to COVID-19,,ROU,11/18/2020
Russian Federation,Fully open,,RUS,11/18/2020
Rwanda ,Partially open,,RWA,11/18/2020
Saudi Arabia,Closed due to COVID-19,,SAU,11/18/2020
Sudan,Academic break,,SDN,11/18/2020
Senegal,Fully open,,SEN,11/18/2020
Singapore,Fully open,,SGP,11/18/2020
Svalbard,Fully open,,SJM,11/18/2020
Solomon Islands,Fully open,,SLB,11/18/2020
Sierra Leone,Fully open,,SLE,11/18/2020
El Salvador,Closed due to COVID-19,,SLV,11/18/2020
San Marino,Partially open,,SMR,11/18/2020
Somalia,Fully open,,SOM,11/18/2020
Serbia,Closed due to COVID-19,,SRB,11/18/2020
South Sudan,Partially open,,SSD,11/18/2020
São Tomé and Príncipe,Fully open,,STP,11/18/2020
Suriname,Fully open,,SUR,11/18/2020
Slovakia,Partially open,,SVK,11/18/2020
Slovenia,Closed due to COVID-19,Online learning for all,SVN,11/18/2020
Sweden,Fully open,,SWE,11/18/2020
Eswatini,Partially open,,SWZ,11/18/2020
Sint Marteen,Partially open,,SXM,11/18/2020
Seychelles,Fully open,,SYC,11/18/2020
Syrian Arab Republic,Partially open,,SYR,11/18/2020
Turks and Caicos Island,Fully open,,TCA,11/18/2020
Chad,Fully open,,TCD,11/18/2020
Togo,Fully open,,TGO,11/18/2020
Thailand,Academic break,,THA,11/18/2020
Tajikistan,Fully open,,TJK,11/18/2020
Tokelau,Fully open,,TKL,11/18/2020
Turkmenistan,Fully open,,TKM,11/18/2020
Timor-Leste,Fully open,,TLS,11/18/2020
Tonga,Fully open,,TON,11/18/2020
Trinidad and Tobago,Partially open,,TTO,11/18/2020
Tunisia,Partially open,,TUN,11/18/2020
Turkey,Closed due to COVID-19,Online learning until end of semester,TUR,11/18/2020
Tuvalu,Fully open,,TUV,11/18/2020
United Republic of Tanzania,Fully open,,TZA,11/18/2020
Uganda,Partially open,,UGA,11/18/2020
Ukraine,Fully open,,UKR,11/18/2020
Uruguay,Fully open,,URY,11/18/2020
United States of America,Partially open,,USA,11/18/2020
Uzbekistan,Fully open,,UZB,11/18/2020
Saint Vincent and the Grenadines,Fully open,,VCT,11/18/2020
Venezuela,Closed due to COVID-19,Online learning for all,VEN,11/18/2020
British Virgin Islands,Partially open,,VGB,11/18/2020
Viet Nam,Fully open,,VNM,11/18/2020
Vanuatu,Fully open,,VUT,11/18/2020
Samoa,Fully open,,WSM,11/18/2020
Yemen,Fully open,,YEM,11/18/2020
South Africa,Fully open,,ZAF,11/18/2020
Zambia,Fully open,,ZMB,11/18/2020
Zimbabwe,Fully open,,ZWE,11/18/2020
Aruba,Fully open,,ABW,11/19/2020
Afghanistan,Fully open,,AFG,11/19/2020
Angola,Partially open,,AGO,11/19/2020
Anguilla,Fully open,,AIA,11/19/2020
Albania,Fully open,,ALB,11/19/2020
Andorra,Fully open,,AND,11/19/2020
United Arab Emirates,Closed due to COVID-19,,ARE,11/19/2020
Argentina ,Partially open,Schools are in the process of reopening,ARG,11/19/2020
Armenia,Partially open,,ARM,11/19/2020
Antigua and Barbuda,Partially open,,ATG,11/19/2020
Australia,Fully open,,AUS,11/19/2020
Austria,Closed due to COVID-19,,AUT,11/19/2020
Azerbaijan,Closed due to COVID-19,,AZE,11/19/2020
Burundi,Fully open,,BDI,11/19/2020
Belgium,Fully open,,BEL,11/19/2020
Benin,Fully open,,BEN,11/19/2020
Burkina Faso ,Fully open,,BFA,11/19/2020
Bangladesh,Closed due to COVID-19,,BGD,11/19/2020
Bulgaria,Partially open,,BGR,11/19/2020
Bahrain,Partially open,,BHR,11/19/2020
Bahamas,Partially open,,BHS,11/19/2020
Bosnia and Herzegovina,Partially open,,BIH,11/19/2020
Belarus,Fully open,,BLR,11/19/2020
Belize,Partially open,,BLZ,11/19/2020
Bermuda,Partially open,,BMU,11/19/2020
Bolivia (Plurinational State of),Closed due to COVID-19,,BOL,11/19/2020
Brazil,Closed due to COVID-19,,BRA,11/19/2020
Barbados,Partially open,,BRB,11/19/2020
Brunei Darussalam,Fully open,,BRN,11/19/2020
Bhutan,Partially open,,BTN,11/19/2020
Botswana,Fully open,,BWA,11/19/2020
Central African republic ,Fully open,,CAF,11/19/2020
Canada,Partially open,,CAN,11/19/2020
Switzerland,Fully open,,CHE,11/19/2020
Chile,Partially open,,CHL,11/19/2020
China,Fully open,,CHN,11/19/2020
Cote d'Ivoire,Fully open,,CIV,11/19/2020
Cameroon,Fully open,,CMR,11/19/2020
Democratic Republic of the Congo,Fully open,,COD,11/19/2020
Congo,Fully open,,COG,11/19/2020
Cook Islands,Fully open,,COK,11/19/2020
Colombia,Partially open,,COL,11/19/2020
Comoros,Closed due to COVID-19,,COM,11/19/2020
Cabo Verde,Fully open,,CPV,11/19/2020
Costa Rica,Closed due to COVID-19,,CRI,11/19/2020
Cuba,Fully open,,CUB,11/19/2020
Curaçao,Fully open,,CUW,11/19/2020
Cayman Islands,Fully open,,CYM,11/19/2020
Cyprus,Partially open,,CYP,11/19/2020
Czechia,Partially open,,CZE,11/19/2020
Germany,Fully open,,DEU,11/19/2020
Djibouti,Fully open,,DJI,11/19/2020
Dominica,Fully open,,DMA,11/19/2020
Denmark,Fully open,,DNK,11/19/2020
Dominican Republic,Closed due to COVID-19,Online learning for all,DOM,11/19/2020
Algeria,Fully open,,DZA,11/19/2020
Ecuador,Closed due to COVID-19,,ECU,11/19/2020
Egypt,Partially open,,EGY,11/19/2020
Eritrea,Fully open,,ERI,11/19/2020
Spain,Fully open,,ESP,11/19/2020
Estonia,Fully open,,EST,11/19/2020
Ethiopia,Partially open,,ETH,11/19/2020
Finland,Fully open,,FIN,11/19/2020
Fiji,Fully open,,FJI,11/19/2020
France,Fully open,,FRA,11/19/2020
Faroe Islands,Fully open,,FRO,11/19/2020
Micronesia (Federated States of),Fully open,,FSM,11/19/2020
Gabon,Fully open,,GAB,11/19/2020
United Kingdom of Great Britain and Northern Ireland,Fully open,,GBR,11/19/2020
Georgia,Partially open,,GEO,11/19/2020
Ghana,Partially open,,GHA,11/19/2020
Gibraltar,Fully open,,GIB,11/19/2020
Guinea,Academic break,,GIN,11/19/2020
Gambia,Fully open,,GMB,11/19/2020
Guinea-Bissau,Fully open,,GNB,11/19/2020
Equatorial Guinea ,Fully open,,GNQ,11/19/2020
Greece,Closed due to COVID-19,,GRC,11/19/2020
Grenada,Fully open,,GRD,11/19/2020
Greenland,Fully open,,GRL,11/19/2020
Guatemala,Academic break,,GTM,11/19/2020
Guyana,Partially open,,GUY,11/19/2020
Honduras,Partially open,,HND,11/19/2020
Croatia,Fully open,,HRV,11/19/2020
Haiti,Fully open,,HTI,11/19/2020
Hungary,Partially open,,HUN,11/19/2020
Indonesia,Partially open,,IDN,11/19/2020
India,Partially open,,IND,11/19/2020
Ireland,Fully open,,IRL,11/19/2020
Iran (Islamic Republic of),Partially open,,IRN,11/19/2020
Iraq,Closed due to COVID-19,,IRQ,11/19/2020
Iceland,Fully open,,ISL,11/19/2020
Israel,Partially open,,ISR,11/19/2020
Italy,Partially open,,ITA,11/19/2020
Jamaica,Partially open,,JAM,11/19/2020
Jordan,Closed due to COVID-19,,JOR,11/19/2020
Japan,Fully open,,JPN,11/19/2020
Kazakhstan,Partially open,,KAZ,11/19/2020
Kenya,Partially open,,KEN,11/19/2020
Kyrgyzstan ,Partially open,,KGZ,11/19/2020
Cambodia,Partially open,,KHM,11/19/2020
Kiribati,Fully open,,KIR,11/19/2020
Saint Kitts and Nevis,Fully open,,KNA,11/19/2020
Republic of Korea,Partially open,,KOR,11/19/2020
Kuwait,Closed due to COVID-19,Online learning until end of semester,KWT,11/19/2020
Lao PDR,Fully open,,LAO,11/19/2020
Lebanon,Closed due to COVID-19,,LBN,11/19/2020
Liberia,Partially open,,LBR,11/19/2020
Libya,Partially open,,LBY,11/19/2020
Saint Lucia,Closed due to COVID-19,,LCA,11/19/2020
Liechtenstein,Fully open,,LIE,11/19/2020
Sri Lanka,Closed due to COVID-19,,LKA,11/19/2020
Lesotho,Fully open,,LSO,11/19/2020
Lithuania,Partially open,,LTU,11/19/2020
Luxembourg,Fully open,,LUX,11/19/2020
Latvia,Partially open,,LVA,11/19/2020
Morocco,Fully open,,MAR,11/19/2020
Monaco,Fully open,,MCO,11/19/2020
Republic of Moldova,Fully open,,MDA,11/19/2020
Madagascar,Fully open,,MDG,11/19/2020
Maldives,Fully open,,MDV,11/19/2020
Mexico,Closed due to COVID-19,,MEX,11/19/2020
Marshall Islands,Fully open,,MHL,11/19/2020
North Macedonia,Partially open,,MKD,11/19/2020
Mali,Fully open,,MLI,11/19/2020
Malta,Fully open,,MLT,11/19/2020
Myanmar,Closed due to COVID-19,,MMR,11/19/2020
Montenegro ,Fully open,,MNE,11/19/2020
Mongolia,Partially open,,MNG,11/19/2020
Mozambique,Partially open,,MOZ,11/19/2020
Mauritania,Fully open,,MRT,11/19/2020
Montserrat,Fully open,,MSR,11/19/2020
Mauritius,Fully open,,MUS,11/19/2020
Malawi ,Fully open,,MWI,11/19/2020
Malaysia,Closed due to COVID-19,,MYS,11/19/2020
Namibia  ,Fully open,though learning from home remains in place,NAM,11/19/2020
Niger,Fully open,,NER,11/19/2020
Nigeria,Fully open,,NGA,11/19/2020
Nicaragua,Fully open,,NIC,11/19/2020
Niue,Fully open,,NIU,11/19/2020
Netherlands,Fully open,,NLD,11/19/2020
Norway,Fully open,,NOR,11/19/2020
Nepal,Partially open,,NPL,11/19/2020
Nauru,Fully open,,NRU,11/19/2020
New Zealand,Fully open,,NZL,11/19/2020
Oman,Partially open,,OMN,11/19/2020
Pakistan,Fully open,,PAK,11/19/2020
Panama,Closed due to COVID-19,,PAN,11/19/2020
Peru,Partially open,,PER,11/19/2020
Philippines,Closed due to COVID-19,,PHL,11/19/2020
Palau,Fully open,,PLW,11/19/2020
Papua New Guinea,Fully open,,PNG,11/19/2020
Poland,Closed due to COVID-19,Online learning for all,POL,11/19/2020
Democratic People's Republic of Korea,Fully open,,PRK,11/19/2020
Portugal,Fully open,,PRT,11/19/2020
Paraguay ,Partially open,,PRY,11/19/2020
Palestine,Partially open,,PSE,11/19/2020
Qatar,Partially open,,QAT,11/19/2020
Romania,Closed due to COVID-19,,ROU,11/19/2020
Russian Federation,Fully open,,RUS,11/19/2020
Rwanda ,Partially open,,RWA,11/19/2020
Saudi Arabia,Closed due to COVID-19,,SAU,11/19/2020
Sudan,Academic break,,SDN,11/19/2020
Senegal,Fully open,,SEN,11/19/2020
Singapore,Fully open,,SGP,11/19/2020
Svalbard,Fully open,,SJM,11/19/2020
Solomon Islands,Fully open,,SLB,11/19/2020
Sierra Leone,Fully open,,SLE,11/19/2020
El Salvador,Closed due to COVID-19,,SLV,11/19/2020
San Marino,Partially open,,SMR,11/19/2020
Somalia,Fully open,,SOM,11/19/2020
Serbia,Closed due to COVID-19,,SRB,11/19/2020
South Sudan,Partially open,,SSD,11/19/2020
São Tomé and Príncipe,Fully open,,STP,11/19/2020
Suriname,Fully open,,SUR,11/19/2020
Slovakia,Partially open,,SVK,11/19/2020
Slovenia,Closed due to COVID-19,Online learning for all,SVN,11/19/2020
Sweden,Fully open,,SWE,11/19/2020
Eswatini,Partially open,,SWZ,11/19/2020
Sint Marteen,Partially open,,SXM,11/19/2020
Seychelles,Fully open,,SYC,11/19/2020
Syrian Arab Republic,Partially open,,SYR,11/19/2020
Turks and Caicos Island,Fully open,,TCA,11/19/2020
Chad,Fully open,,TCD,11/19/2020
Togo,Fully open,,TGO,11/19/2020
Thailand,Academic break,,THA,11/19/2020
Tajikistan,Fully open,,TJK,11/19/2020
Tokelau,Fully open,,TKL,11/19/2020
Turkmenistan,Fully open,,TKM,11/19/2020
Timor-Leste,Fully open,,TLS,11/19/2020
Tonga,Fully open,,TON,11/19/2020
Trinidad and Tobago,Partially open,,TTO,11/19/2020
Tunisia,Partially open,,TUN,11/19/2020
Turkey,Closed due to COVID-19,Online learning until end of semester,TUR,11/19/2020
Tuvalu,Fully open,,TUV,11/19/2020
United Republic of Tanzania,Fully open,,TZA,11/19/2020
Uganda,Partially open,,UGA,11/19/2020
Ukraine,Fully open,,UKR,11/19/2020
Uruguay,Fully open,,URY,11/19/2020
United States of America,Partially open,,USA,11/19/2020
Uzbekistan,Fully open,,UZB,11/19/2020
Saint Vincent and the Grenadines,Fully open,,VCT,11/19/2020
Venezuela,Closed due to COVID-19,Online learning for all,VEN,11/19/2020
British Virgin Islands,Partially open,,VGB,11/19/2020
Viet Nam,Fully open,,VNM,11/19/2020
Vanuatu,Fully open,,VUT,11/19/2020
Samoa,Fully open,,WSM,11/19/2020
Yemen,Fully open,,YEM,11/19/2020
South Africa,Fully open,,ZAF,11/19/2020
Zambia,Fully open,,ZMB,11/19/2020
Zimbabwe,Fully open,,ZWE,11/19/2020
Aruba,Fully open,,ABW,11/20/2020
Afghanistan,Fully open,,AFG,11/20/2020
Angola,Partially open,,AGO,11/20/2020
Anguilla,Fully open,,AIA,11/20/2020
Albania,Fully open,,ALB,11/20/2020
Andorra,Fully open,,AND,11/20/2020
United Arab Emirates,Closed due to COVID-19,,ARE,11/20/2020
Argentina ,Partially open,Schools are in the process of reopening,ARG,11/20/2020
Armenia,Partially open,,ARM,11/20/2020
Antigua and Barbuda,Partially open,,ATG,11/20/2020
Australia,Fully open,,AUS,11/20/2020
Austria,Closed due to COVID-19,,AUT,11/20/2020
Azerbaijan,Closed due to COVID-19,,AZE,11/20/2020
Burundi,Fully open,,BDI,11/20/2020
Belgium,Fully open,,BEL,11/20/2020
Benin,Fully open,,BEN,11/20/2020
Burkina Faso ,Fully open,,BFA,11/20/2020
Bangladesh,Closed due to COVID-19,,BGD,11/20/2020
Bulgaria,Partially open,,BGR,11/20/2020
Bahrain,Partially open,,BHR,11/20/2020
Bahamas,Partially open,,BHS,11/20/2020
Bosnia and Herzegovina,Partially open,,BIH,11/20/2020
Belarus,Fully open,,BLR,11/20/2020
Belize,Partially open,,BLZ,11/20/2020
Bermuda,Partially open,,BMU,11/20/2020
Bolivia (Plurinational State of),Closed due to COVID-19,,BOL,11/20/2020
Brazil,Closed due to COVID-19,,BRA,11/20/2020
Barbados,Partially open,,BRB,11/20/2020
Brunei Darussalam,Fully open,,BRN,11/20/2020
Bhutan,Partially open,,BTN,11/20/2020
Botswana,Fully open,,BWA,11/20/2020
Central African republic ,Fully open,,CAF,11/20/2020
Canada,Partially open,,CAN,11/20/2020
Switzerland,Fully open,,CHE,11/20/2020
Chile,Partially open,,CHL,11/20/2020
China,Fully open,,CHN,11/20/2020
Cote d'Ivoire,Fully open,,CIV,11/20/2020
Cameroon,Fully open,,CMR,11/20/2020
Democratic Republic of the Congo,Fully open,,COD,11/20/2020
Congo,Fully open,,COG,11/20/2020
Cook Islands,Fully open,,COK,11/20/2020
Colombia,Partially open,,COL,11/20/2020
Comoros,Closed due to COVID-19,,COM,11/20/2020
Cabo Verde,Fully open,,CPV,11/20/2020
Costa Rica,Closed due to COVID-19,,CRI,11/20/2020
Cuba,Fully open,,CUB,11/20/2020
Curaçao,Fully open,,CUW,11/20/2020
Cayman Islands,Fully open,,CYM,11/20/2020
Cyprus,Partially open,,CYP,11/20/2020
Czechia,Partially open,,CZE,11/20/2020
Germany,Fully open,,DEU,11/20/2020
Djibouti,Fully open,,DJI,11/20/2020
Dominica,Fully open,,DMA,11/20/2020
Denmark,Fully open,,DNK,11/20/2020
Dominican Republic,Closed due to COVID-19,Online learning for all,DOM,11/20/2020
Algeria,Fully open,,DZA,11/20/2020
Ecuador,Closed due to COVID-19,,ECU,11/20/2020
Egypt,Partially open,,EGY,11/20/2020
Eritrea,Fully open,,ERI,11/20/2020
Spain,Fully open,,ESP,11/20/2020
Estonia,Fully open,,EST,11/20/2020
Ethiopia,Partially open,,ETH,11/20/2020
Finland,Fully open,,FIN,11/20/2020
Fiji,Fully open,,FJI,11/20/2020
France,Fully open,,FRA,11/20/2020
Faroe Islands,Fully open,,FRO,11/20/2020
Micronesia (Federated States of),Fully open,,FSM,11/20/2020
Gabon,Fully open,,GAB,11/20/2020
United Kingdom of Great Britain and Northern Ireland,Fully open,,GBR,11/20/2020
Georgia,Partially open,,GEO,11/20/2020
Ghana,Partially open,,GHA,11/20/2020
Gibraltar,Fully open,,GIB,11/20/2020
Guinea,Academic break,,GIN,11/20/2020
Gambia,Fully open,,GMB,11/20/2020
Guinea-Bissau,Fully open,,GNB,11/20/2020
Equatorial Guinea ,Fully open,,GNQ,11/20/2020
Greece,Closed due to COVID-19,,GRC,11/20/2020
Grenada,Fully open,,GRD,11/20/2020
Greenland,Fully open,,GRL,11/20/2020
Guatemala,Academic break,,GTM,11/20/2020
Guyana,Partially open,,GUY,11/20/2020
Honduras,Partially open,,HND,11/20/2020
Croatia,Fully open,,HRV,11/20/2020
Haiti,Fully open,,HTI,11/20/2020
Hungary,Partially open,,HUN,11/20/2020
Indonesia,Partially open,,IDN,11/20/2020
India,Partially open,,IND,11/20/2020
Ireland,Fully open,,IRL,11/20/2020
Iran (Islamic Republic of),Partially open,,IRN,11/20/2020
Iraq,Closed due to COVID-19,,IRQ,11/20/2020
Iceland,Fully open,,ISL,11/20/2020
Israel,Partially open,,ISR,11/20/2020
Italy,Partially open,,ITA,11/20/2020
Jamaica,Partially open,,JAM,11/20/2020
Jordan,Closed due to COVID-19,,JOR,11/20/2020
Japan,Fully open,,JPN,11/20/2020
Kazakhstan,Partially open,,KAZ,11/20/2020
Kenya,Partially open,,KEN,11/20/2020
Kyrgyzstan ,Partially open,,KGZ,11/20/2020
Cambodia,Partially open,,KHM,11/20/2020
Kiribati,Fully open,,KIR,11/20/2020
Saint Kitts and Nevis,Fully open,,KNA,11/20/2020
Republic of Korea,Partially open,,KOR,11/20/2020
Kuwait,Closed due to COVID-19,Online learning until end of semester,KWT,11/20/2020
Lao PDR,Fully open,,LAO,11/20/2020
Lebanon,Closed due to COVID-19,,LBN,11/20/2020
Liberia,Partially open,,LBR,11/20/2020
Libya,Partially open,,LBY,11/20/2020
Saint Lucia,Closed due to COVID-19,,LCA,11/20/2020
Liechtenstein,Fully open,,LIE,11/20/2020
Sri Lanka,Closed due to COVID-19,,LKA,11/20/2020
Lesotho,Fully open,,LSO,11/20/2020
Lithuania,Partially open,,LTU,11/20/2020
Luxembourg,Fully open,,LUX,11/20/2020
Latvia,Partially open,,LVA,11/20/2020
Morocco,Fully open,,MAR,11/20/2020
Monaco,Fully open,,MCO,11/20/2020
Republic of Moldova,Fully open,,MDA,11/20/2020
Madagascar,Fully open,,MDG,11/20/2020
Maldives,Fully open,,MDV,11/20/2020
Mexico,Closed due to COVID-19,,MEX,11/20/2020
Marshall Islands,Fully open,,MHL,11/20/2020
North Macedonia,Partially open,,MKD,11/20/2020
Mali,Fully open,,MLI,11/20/2020
Malta,Fully open,,MLT,11/20/2020
Myanmar,Closed due to COVID-19,,MMR,11/20/2020
Montenegro ,Fully open,,MNE,11/20/2020
Mongolia,Partially open,,MNG,11/20/2020
Mozambique,Partially open,,MOZ,11/20/2020
Mauritania,Fully open,,MRT,11/20/2020
Montserrat,Fully open,,MSR,11/20/2020
Mauritius,Fully open,,MUS,11/20/2020
Malawi ,Fully open,,MWI,11/20/2020
Malaysia,Closed due to COVID-19,,MYS,11/20/2020
Namibia  ,Fully open,though learning from home remains in place,NAM,11/20/2020
Niger,Fully open,,NER,11/20/2020
Nigeria,Fully open,,NGA,11/20/2020
Nicaragua,Fully open,,NIC,11/20/2020
Niue,Fully open,,NIU,11/20/2020
Netherlands,Fully open,,NLD,11/20/2020
Norway,Fully open,,NOR,11/20/2020
Nepal,Partially open,,NPL,11/20/2020
Nauru,Fully open,,NRU,11/20/2020
New Zealand,Fully open,,NZL,11/20/2020
Oman,Partially open,,OMN,11/20/2020
Pakistan,Fully open,,PAK,11/20/2020
Panama,Closed due to COVID-19,,PAN,11/20/2020
Peru,Partially open,,PER,11/20/2020
Philippines,Closed due to COVID-19,,PHL,11/20/2020
Palau,Fully open,,PLW,11/20/2020
Papua New Guinea,Fully open,,PNG,11/20/2020
Poland,Closed due to COVID-19,Online learning for all,POL,11/20/2020
Democratic People's Republic of Korea,Fully open,,PRK,11/20/2020
Portugal,Fully open,,PRT,11/20/2020
Paraguay ,Partially open,,PRY,11/20/2020
Palestine,Partially open,,PSE,11/20/2020
Qatar,Partially open,,QAT,11/20/2020
Romania,Closed due to COVID-19,,ROU,11/20/2020
Russian Federation,Fully open,,RUS,11/20/2020
Rwanda ,Partially open,,RWA,11/20/2020
Saudi Arabia,Closed due to COVID-19,,SAU,11/20/2020
Sudan,Academic break,,SDN,11/20/2020
Senegal,Fully open,,SEN,11/20/2020
Singapore,Fully open,,SGP,11/20/2020
Svalbard,Fully open,,SJM,11/20/2020
Solomon Islands,Fully open,,SLB,11/20/2020
Sierra Leone,Fully open,,SLE,11/20/2020
El Salvador,Closed due to COVID-19,,SLV,11/20/2020
San Marino,Partially open,,SMR,11/20/2020
Somalia,Fully open,,SOM,11/20/2020
Serbia,Closed due to COVID-19,,SRB,11/20/2020
South Sudan,Partially open,,SSD,11/20/2020
São Tomé and Príncipe,Fully open,,STP,11/20/2020
Suriname,Fully open,,SUR,11/20/2020
Slovakia,Partially open,,SVK,11/20/2020
Slovenia,Closed due to COVID-19,Online learning for all,SVN,11/20/2020
Sweden,Fully open,,SWE,11/20/2020
Eswatini,Partially open,,SWZ,11/20/2020
Sint Marteen,Partially open,,SXM,11/20/2020
Seychelles,Fully open,,SYC,11/20/2020
Syrian Arab Republic,Partially open,,SYR,11/20/2020
Turks and Caicos Island,Fully open,,TCA,11/20/2020
Chad,Fully open,,TCD,11/20/2020
Togo,Fully open,,TGO,11/20/2020
Thailand,Academic break,,THA,11/20/2020
Tajikistan,Fully open,,TJK,11/20/2020
Tokelau,Fully open,,TKL,11/20/2020
Turkmenistan,Fully open,,TKM,11/20/2020
Timor-Leste,Fully open,,TLS,11/20/2020
Tonga,Fully open,,TON,11/20/2020
Trinidad and Tobago,Partially open,,TTO,11/20/2020
Tunisia,Partially open,,TUN,11/20/2020
Turkey,Closed due to COVID-19,Online learning until end of semester,TUR,11/20/2020
Tuvalu,Fully open,,TUV,11/20/2020
United Republic of Tanzania,Fully open,,TZA,11/20/2020
Uganda,Partially open,,UGA,11/20/2020
Ukraine,Fully open,,UKR,11/20/2020
Uruguay,Fully open,,URY,11/20/2020
United States of America,Partially open,,USA,11/20/2020
Uzbekistan,Fully open,,UZB,11/20/2020
Saint Vincent and the Grenadines,Fully open,,VCT,11/20/2020
Venezuela,Closed due to COVID-19,Online learning for all,VEN,11/20/2020
British Virgin Islands,Partially open,,VGB,11/20/2020
Viet Nam,Fully open,,VNM,11/20/2020
Vanuatu,Fully open,,VUT,11/20/2020
Samoa,Fully open,,WSM,11/20/2020
Yemen,Fully open,,YEM,11/20/2020
South Africa,Fully open,,ZAF,11/20/2020
Zambia,Fully open,,ZMB,11/20/2020
Zimbabwe,Fully open,,ZWE,11/20/2020
Aruba,Fully open,,ABW,11/21/2020
Afghanistan,Fully open,,AFG,11/21/2020
Angola,Partially open,,AGO,11/21/2020
Anguilla,Fully open,,AIA,11/21/2020
Albania,Fully open,,ALB,11/21/2020
Andorra,Fully open,,AND,11/21/2020
United Arab Emirates,Closed due to COVID-19,,ARE,11/21/2020
Argentina ,Partially open,Schools are in the process of reopening,ARG,11/21/2020
Armenia,Partially open,,ARM,11/21/2020
Antigua and Barbuda,Partially open,,ATG,11/21/2020
Australia,Fully open,,AUS,11/21/2020
Austria,Closed due to COVID-19,,AUT,11/21/2020
Azerbaijan,Closed due to COVID-19,,AZE,11/21/2020
Burundi,Fully open,,BDI,11/21/2020
Belgium,Fully open,,BEL,11/21/2020
Benin,Fully open,,BEN,11/21/2020
Burkina Faso ,Fully open,,BFA,11/21/2020
Bangladesh,Closed due to COVID-19,,BGD,11/21/2020
Bulgaria,Partially open,,BGR,11/21/2020
Bahrain,Partially open,,BHR,11/21/2020
Bahamas,Partially open,,BHS,11/21/2020
