Country,Status,Note,iso_code,date
Norway,Academic break,,NOR,07/20/2020
Nepal,Closed due to COVID-19,,NPL,07/20/2020
Nauru,Fully open,,NRU,07/20/2020
New Zealand,Fully open,,NZL,07/20/2020
Oman,Academic break,,OMN,07/20/2020
Pakistan,Academic break,,PAK,07/20/2020
Panama,Closed due to COVID-19,,PAN,07/20/2020
Peru,Partially open,,PER,07/20/2020
Philippines,Academic break,,PHL,07/20/2020
Palau,Academic break,,PLW,07/20/2020
Papua New Guinea,Fully open,,PNG,07/20/2020
Poland,Academic break,,POL,07/20/2020
Democratic People's Republic of Korea,Academic break,,PRK,07/20/2020
Portugal,Academic break,,PRT,07/20/2020
Paraguay ,Closed due to COVID-19,,PRY,07/20/2020
Palestine,Academic break,,PSE,07/20/2020
Qatar,Academic break,,QAT,07/20/2020
Romania,Academic break,,ROU,07/20/2020
Russian Federation,Academic break,,RUS,07/20/2020
Rwanda ,Closed due to COVID-19,,RWA,07/20/2020
Saudi Arabia,Academic break,,SAU,07/20/2020
Sudan,Academic break,,SDN,07/20/2020
Senegal,Partially open,,SEN,07/20/2020
Singapore,Fully open,,SGP,07/20/2020
Svalbard,Academic break,,SJM,07/20/2020
Solomon Islands,Fully open,,SLB,07/20/2020
Sierra Leone,Academic break,,SLE,07/20/2020
El Salvador,Closed due to COVID-19,,SLV,07/20/2020
San Marino,Academic break,,SMR,07/20/2020
Somalia,Academic break,,SOM,07/20/2020
Serbia,Academic break,,SRB,07/20/2020
South Sudan,Closed due to COVID-19,,SSD,07/20/2020
São Tomé and Príncipe,Academic break,,STP,07/20/2020
Suriname,Closed due to COVID-19,,SUR,07/20/2020
Slovakia,Academic break,,SVK,07/20/2020
Slovenia,Academic break,,SVN,07/20/2020
Sweden,Academic break,,SWE,07/20/2020
Eswatini,Partially open,,SWZ,07/20/2020
Sint Marteen,Academic break,,SXM,07/20/2020
Seychelles,Fully open,,SYC,07/20/2020
Syrian Arab Republic,Academic break,,SYR,07/20/2020
Turks and Caicos Island,Academic break,,TCA,07/20/2020
Chad,Closed due to COVID-19,,TCD,07/20/2020
Togo,Academic break,,TGO,07/20/2020
Thailand,Closed due to COVID-19,,THA,07/20/2020
Tajikistan,Academic break,,TJK,07/20/2020
Tokelau,Fully open,,TKL,07/20/2020
Turkmenistan,Academic break,,TKM,07/20/2020
Timor-Leste,Fully open,,TLS,07/20/2020
Tonga,Fully open,,TON,07/20/2020
Trinidad and Tobago,Academic break,,TTO,07/20/2020
Tunisia,Academic break,,TUN,07/20/2020
Turkey,Academic break,,TUR,07/20/2020
Tuvalu,Fully open,,TUV,07/20/2020
United Republic of Tanzania,Fully open,,TZA,07/20/2020
Uganda,Closed due to COVID-19,,UGA,07/20/2020
Ukraine,Academic break,,UKR,07/20/2020
Uruguay,Academic break,,URY,07/20/2020
United States of America,Academic break,,USA,07/20/2020
Uzbekistan,Academic break,,UZB,07/20/2020
Saint Vincent and the Grenadines,Partially open,,VCT,07/20/2020
Venezuela,Academic break,,VEN,07/20/2020
British Virgin Islands,Partially open,,VGB,07/20/2020
Viet Nam,Academic break,,VNM,07/20/2020
Vanuatu,Fully open,,VUT,07/20/2020
Samoa,Fully open,,WSM,07/20/2020
Yemen,Academic break,,YEM,07/20/2020
South Africa,Partially open,,ZAF,07/20/2020
Zambia,Partially open,,ZMB,07/20/2020
Zimbabwe,Closed due to COVID-19,,ZWE,07/20/2020
Aruba,Academic break,,ABW,07/21/2020
Afghanistan,Closed due to COVID-19,,AFG,07/21/2020
Angola,Closed due to COVID-19,,AGO,07/21/2020
Anguilla,Partially open,,AIA,07/21/2020
Albania,Academic break,,ALB,07/21/2020
Andorra,Academic break,,AND,07/21/2020
United Arab Emirates,Academic break,,ARE,07/21/2020
Argentina ,Academic break,,ARG,07/21/2020
Armenia,Academic break,,ARM,07/21/2020
Antigua and Barbuda,Academic break,,ATG,07/21/2020
Australia,Partially open,,AUS,07/21/2020
Austria,Academic break,,AUT,07/21/2020
Azerbaijan,Academic break,,AZE,07/21/2020
Burundi,Academic break,,BDI,07/21/2020
Belgium,Academic break,,BEL,07/21/2020
Benin,Partially open,,BEN,07/21/2020
Burkina Faso ,Academic break,,BFA,07/21/2020
Bangladesh,Closed due to COVID-19,,BGD,07/21/2020
Bulgaria,Academic break,,BGR,07/21/2020
Bahrain,Academic break,,BHR,07/21/2020
Bahamas,Academic break,,BHS,07/21/2020
Bosnia and Herzegovina,Academic break,,BIH,07/21/2020
Belarus,Academic break,,BLR,07/21/2020
Belize,Academic break,,BLZ,07/21/2020
Bermuda,Academic break,,BMU,07/21/2020
Bolivia (Plurinational State of),Closed due to COVID-19,,BOL,07/21/2020
Brazil,Academic break,,BRA,07/21/2020
Barbados,Fully open,,BRB,07/21/2020
Brunei Darussalam,Partially open,,BRN,07/21/2020
Bhutan,Partially open,,BTN,07/21/2020
Botswana,Partially open,,BWA,07/21/2020
Central African republic ,Partially open,,CAF,07/21/2020
Canada,Academic break,,CAN,07/21/2020
Switzerland,Academic break,,CHE,07/21/2020
Chile,Partially open,,CHL,07/21/2020
China,Academic break,,CHN,07/21/2020
Cote d'Ivoire,Academic break,,CIV,07/21/2020
Cameroon,Partially open,,CMR,07/21/2020
Democratic Republic of the Congo,Closed due to COVID-19,,COD,07/21/2020
Congo,Academic break,,COG,07/21/2020
Cook Islands,Fully open,,COK,07/21/2020
Colombia,Closed due to COVID-19,,COL,07/21/2020
Comoros,Partially open,,COM,07/21/2020
Cabo Verde,Closed due to COVID-19,,CPV,07/21/2020
Costa Rica,Closed due to COVID-19,,CRI,07/21/2020
Cuba,Academic break,,CUB,07/21/2020
Curaçao,Fully open,,CUW,07/21/2020
Cayman Islands,Academic break,,CYM,07/21/2020
Cyprus,Academic break,,CYP,07/21/2020
Czechia,Academic break,,CZE,07/21/2020
Germany,Academic break,,DEU,07/21/2020
Djibouti,Academic break,,DJI,07/21/2020
Dominica,Closed due to COVID-19,,DMA,07/21/2020
Denmark,Academic break,,DNK,07/21/2020
Dominican Republic,Academic break,,DOM,07/21/2020
Algeria,Academic break,,DZA,07/21/2020
Ecuador,Academic break,,ECU,07/21/2020
Egypt,Academic break,,EGY,07/21/2020
Eritrea,Partially open,,ERI,07/21/2020
Spain,Academic break,,ESP,07/21/2020
Estonia,Academic break,,EST,07/21/2020
Ethiopia,Academic break,,ETH,07/21/2020
Finland,Academic break,,FIN,07/21/2020
Fiji,Fully open,,FJI,07/21/2020
France,Academic break,,FRA,07/21/2020
Faroe Islands,Academic break,,FRO,07/21/2020
Micronesia (Federated States of),Academic break,,FSM,07/21/2020
Gabon,Partially open,,GAB,07/21/2020
United Kingdom of Great Britain and Northern Ireland,Academic break,,GBR,07/21/2020
Georgia,Academic break,,GEO,07/21/2020
Ghana,Partially open,,GHA,07/21/2020
Gibraltar,Academic break,,GIB,07/21/2020
Guinea,Closed due to COVID-19,,GIN,07/21/2020
Gambia,Partially open,,GMB,07/21/2020
Guinea-Bissau,Closed due to COVID-19,,GNB,07/21/2020
Equatorial Guinea ,Academic break,,GNQ,07/21/2020
Greece,Academic break,,GRC,07/21/2020
Grenada,Partially open,,GRD,07/21/2020
Greenland,Academic break,,GRL,07/21/2020
Guatemala,Closed due to COVID-19,,GTM,07/21/2020
Guyana,Closed due to COVID-19,,GUY,07/21/2020
Honduras,Closed due to COVID-19,,HND,07/21/2020
Croatia,Academic break,,HRV,07/21/2020
Haiti,Closed due to COVID-19,,HTI,07/21/2020
Hungary,Academic break,,HUN,07/21/2020
Indonesia,Closed due to COVID-19,,IDN,07/21/2020
India,Closed due to COVID-19,,IND,07/21/2020
Ireland,Academic break,,IRL,07/21/2020
Iran (Islamic Republic of),Academic break,,IRN,07/21/2020
Iraq,Closed due to COVID-19,,IRQ,07/21/2020
Iceland,Academic break,,ISL,07/21/2020
Israel,Academic break,,ISR,07/21/2020
Italy,Academic break,,ITA,07/21/2020
Jamaica,Academic break,,JAM,07/21/2020
Jordan,Academic break,,JOR,07/21/2020
Japan,Fully open,,JPN,07/21/2020
Kazakhstan,Academic break,,KAZ,07/21/2020
Kenya,Closed due to COVID-19,,KEN,07/21/2020
Kyrgyzstan ,Academic break,,KGZ,07/21/2020
Cambodia,Academic break,,KHM,07/21/2020
Kiribati,Fully open,,KIR,07/21/2020
Saint Kitts and Nevis,Academic break,,KNA,07/21/2020
Republic of Korea,Fully open,,KOR,07/21/2020
Kuwait,Academic break,,KWT,07/21/2020
Lao PDR,Academic break,,LAO,07/21/2020
Lebanon,Academic break,,LBN,07/21/2020
Liberia,Partially open,,LBR,07/21/2020
Libya,Academic break,,LBY,07/21/2020
Saint Lucia,Academic break,,LCA,07/21/2020
Liechtenstein,Academic break,,LIE,07/21/2020
Sri Lanka,Closed due to COVID-19,,LKA,07/21/2020
Lesotho,Partially open,,LSO,07/21/2020
Lithuania,Academic break,,LTU,07/21/2020
Luxembourg,Academic break,,LUX,07/21/2020
Latvia,Academic break,,LVA,07/21/2020
Morocco,Closed due to COVID-19,,MAR,07/21/2020
Monaco,Academic break,,MCO,07/21/2020
Republic of Moldova,Academic break,,MDA,07/21/2020
Madagascar,Academic break,,MDG,07/21/2020
Maldives,Fully open,,MDV,07/21/2020
Mexico,Closed due to COVID-19,,MEX,07/21/2020
Marshall Islands,Academic break,,MHL,07/21/2020
North Macedonia,Academic break,,MKD,07/21/2020
Mali,Academic break,,MLI,07/21/2020
Malta,Academic break,,MLT,07/21/2020
Myanmar,Partially open,,MMR,07/21/2020
Montenegro ,Academic break,,MNE,07/21/2020
Mongolia,Academic break,,MNG,07/21/2020
Mozambique,Closed due to COVID-19,,MOZ,07/21/2020
Mauritania,Closed due to COVID-19,,MRT,07/21/2020
Montserrat,Fully open,,MSR,07/21/2020
Mauritius,Fully open,,MUS,07/21/2020
Malawi ,Partially open,,MWI,07/21/2020
Malaysia,Partially open,,MYS,07/21/2020
Namibia  ,Partially open,,NAM,07/21/2020
Niger,Academic break,,NER,07/21/2020
Nigeria,Closed due to COVID-19,,NGA,07/21/2020
Nicaragua,Fully open,,NIC,07/21/2020
Niue,Academic break,,NIU,07/21/2020
Netherlands,Academic break,,NLD,07/21/2020
Norway,Academic break,,NOR,07/21/2020
Nepal,Closed due to COVID-19,,NPL,07/21/2020
Nauru,Fully open,,NRU,07/21/2020
New Zealand,Fully open,,NZL,07/21/2020
Oman,Academic break,,OMN,07/21/2020
Pakistan,Academic break,,PAK,07/21/2020
Panama,Closed due to COVID-19,,PAN,07/21/2020
Peru,Partially open,,PER,07/21/2020
Philippines,Academic break,,PHL,07/21/2020
Palau,Academic break,,PLW,07/21/2020
Papua New Guinea,Fully open,,PNG,07/21/2020
Poland,Academic break,,POL,07/21/2020
Democratic People's Republic of Korea,Academic break,,PRK,07/21/2020
Portugal,Academic break,,PRT,07/21/2020
Paraguay ,Closed due to COVID-19,,PRY,07/21/2020
Palestine,Academic break,,PSE,07/21/2020
Qatar,Academic break,,QAT,07/21/2020
Romania,Academic break,,ROU,07/21/2020
Russian Federation,Academic break,,RUS,07/21/2020
Rwanda ,Closed due to COVID-19,,RWA,07/21/2020
Saudi Arabia,Academic break,,SAU,07/21/2020
Sudan,Academic break,,SDN,07/21/2020
Senegal,Partially open,,SEN,07/21/2020
Singapore,Fully open,,SGP,07/21/2020
Svalbard,Academic break,,SJM,07/21/2020
Solomon Islands,Fully open,,SLB,07/21/2020
Sierra Leone,Academic break,,SLE,07/21/2020
El Salvador,Closed due to COVID-19,,SLV,07/21/2020
San Marino,Academic break,,SMR,07/21/2020
Somalia,Academic break,,SOM,07/21/2020
